SubjectID,VideoID,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,FocusRatio,predefinedlabel,user-definedlabeln
0.0,0.0,-0.4765101826593576,-0.3172169580205754,-0.10561318659870356,-0.1576420085352015,0.09452325140990388,0.08793838259002304,0.04554371230992037,-0.1699229217887413,-0.6497282222917906,0.0,0.0
0.0,0.0,-0.8343779268464152,-0.5733520915334397,-0.5515181577033665,-0.5306538305222331,-0.562099740910602,-0.43582134724478383,-0.3044169763066404,-0.32402812296011363,0.2023043453160675,0.0,0.0
0.0,0.0,0.239284904332838,0.8835324557238701,2.2175771174003986,0.4960161500256785,0.3120165893820968,1.1685833368850256,0.3463959026491617,0.3035488659268688,-0.3607940728896022,0.0,0.0
0.0,0.0,2.2058620735157364,-0.1585359811614967,0.27408809561424347,-0.27609139727431364,-0.3343140980984646,0.3075734395468311,0.2551568228140297,0.5416029656293776,-0.5110482090106289,0.0,0.0
0.0,0.0,0.6263496978405352,0.763032732034895,-0.05912563279298767,0.9551683049556029,0.5468895914764238,0.777338233697871,0.19038872687174874,0.4255175961894622,-0.3212780992211664,0.0,0.0
0.0,0.0,1.8517302216515068,0.03569235274190767,0.24807605184531897,-0.12049688387776455,-0.24139673339152318,-0.0566046309949123,0.05248404599503133,0.4810487518789842,0.0012253832962995604,0.0,0.0
0.0,0.0,0.0461195095955896,-0.18681657035647525,0.6727047175105378,0.5468634697898985,0.31037503190129556,0.18813699596242922,0.41774102961072657,1.2458024037211428,-0.6138930272769466,0.0,0.0
0.0,0.0,-0.6974406914986302,-0.6387448096546213,-0.5442833854449183,-0.5551943076158584,-0.6003766923280156,-0.4421580684388731,-0.329810579880142,-0.3301890008027292,-0.24758476537696175,0.0,0.0
0.0,0.0,-0.17721062781376137,-0.19274795696631433,0.30806667295783324,0.6012263715276986,-0.3530486985539584,0.6356789974228205,0.5532654516423698,0.22922980798756842,-0.655303304263469,0.0,0.0
0.0,0.0,-0.8214215009526784,-0.21268446154510354,0.08191100579489108,-0.11981091666340746,0.451392636442509,-0.11735367669393615,0.037062474214577194,0.7602308739362515,-0.538884672331655,0.0,0.0
0.0,0.0,0.23742166332548303,0.07432009841233755,-0.5266244661346984,-0.5031979927675903,-0.14238215518446276,0.061680831294754775,0.21555683223887492,-0.06904548504140863,-0.1674809340019758,0.0,0.0
0.0,0.0,0.09681283942700954,-0.10731632772957143,0.4648154696184488,-0.29066820057940196,0.563018545136995,-0.04614461417353135,0.5672839234720434,0.48351865335642924,-0.5070358638896743,0.0,0.0
0.0,0.0,-0.69075623596551,-0.5158569655281211,-0.527784238786816,-0.4617827222007804,-0.44422027990830165,-0.23629684258059452,-0.2331219600576034,-0.1739469185778371,-0.5583684506634788,0.0,0.0
0.0,0.0,0.20683816194213148,-0.34317496696156313,-0.540527931142823,0.09542844602149139,-0.06809516506121822,-0.12396865710213716,0.6431014315267213,0.2863705623927288,-0.5288448733007727,0.0,0.0
0.0,0.0,-0.04510872245391858,0.0471168259842013,-0.2132787478036256,-0.19857710205196138,0.5073619295974473,0.07952736543619193,0.49622693310751387,0.30998726078942207,-0.4330388592477106,0.0,0.0
0.0,0.0,-0.5815903882584945,-0.35681961392107553,-0.46105589083818965,-0.010553488596680457,-0.3254548989957276,0.3230041777839348,0.1430716865673009,0.1035423496578106,-0.6956887292597164,0.0,0.0
0.0,0.0,0.10301423247674144,-0.142654775438882,-0.47277787871495025,-0.32383471539356773,-0.024632976521908555,0.3471494886811733,0.22884869873689428,0.057863048176074815,-0.5796530961399919,0.0,0.0
0.0,0.0,-0.8978928014885479,-0.6280535672156158,-0.41978731396700325,-0.39059647453087243,-0.26062640673805226,-0.013057063986430294,0.38567017359288525,0.6074855061625737,-0.9098777804876068,0.0,0.0
0.0,0.0,0.6581424238170439,0.4099104156759259,0.35760553338400153,0.06538308203265045,-0.3709234355671277,0.5398439944535298,0.7611497425642674,0.3310508026026891,-0.18380851691240774,0.0,0.0
